File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF887HVX	bigWig	bigWig		signal of unique reads	mm10	ENCSR039ADS	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002048	lung	tissue	Mus musculus											polyadenylated mRNA		Ambion mirVana			unstranded	2014-12-17	ENCODE		chemical (Nextera tagmentation)	>200	2	2_1							/files/mm10_no_alt.chrom.sizes/, /files/ENCFF197GXS/	177021223	ENCODE Processing Pipeline	8ff23738e4aa2ea7e57e46dca1d49ce4		https://www.encodeproject.org/files/ENCFF887HVX/@@download/ENCFF887HVX.bigWig	M21			released	s3://encode-public/2021/03/15/1e130c68-9e96-4180-b4a4-dd6887c7526e/ENCFF887HVX.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/03/15/1e130c68-9e96-4180-b4a4-dd6887c7526e/ENCFF887HVX.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.1 mm10 M21	released			
ENCFF722NZT	tsv	tsv		gene quantifications	mm10	ENCSR039ADS	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002048	lung	tissue	Mus musculus											polyadenylated mRNA		Ambion mirVana			unstranded	2014-12-17	ENCODE		chemical (Nextera tagmentation)	>200	2	2_1							/files/ENCFF363TFV/, /files/ENCFF563SGA/	11890440	ENCODE Processing Pipeline	75ccaf1f0a2545f912b3d61aec7f888e		https://www.encodeproject.org/files/ENCFF722NZT/@@download/ENCFF722NZT.tsv	M21			released	s3://encode-public/2021/03/15/539d6e58-9ef9-4316-98fc-2a192fd366a4/ENCFF722NZT.tsv	https://datasetencode.blob.core.windows.net/dataset/2021/03/15/539d6e58-9ef9-4316-98fc-2a192fd366a4/ENCFF722NZT.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.1 mm10 M21	released			
ENCFF237PEA	bigWig	bigWig		signal of unique reads	mm10	ENCSR739PEB	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002369	adrenal gland	tissue	Mus musculus											polyadenylated mRNA		Ambion mirVana			unstranded	2015-06-23	ENCODE		chemical (Nextera tagmentation)	>200	2	2_1							/files/ENCFF146IND/, /files/mm10_no_alt.chrom.sizes/	157970585	ENCODE Processing Pipeline	e2a5ec2f900db20ea0f6bb410f0a474d		https://www.encodeproject.org/files/ENCFF237PEA/@@download/ENCFF237PEA.bigWig	M21			released	s3://encode-public/2021/03/15/b7e54568-7e2c-40c6-9827-fa87fb658503/ENCFF237PEA.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/03/15/b7e54568-7e2c-40c6-9827-fa87fb658503/ENCFF237PEA.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.1 mm10 M21	released			
ENCFF660GWQ	tsv	tsv		gene quantifications	mm10	ENCSR739PEB	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002369	adrenal gland	tissue	Mus musculus											polyadenylated mRNA		Ambion mirVana			unstranded	2015-06-23	ENCODE		chemical (Nextera tagmentation)	>200	2	2_1							/files/ENCFF363TFV/, /files/ENCFF647IJO/	11897590	ENCODE Processing Pipeline	8d38261ef919035294b5e131524f4fae		https://www.encodeproject.org/files/ENCFF660GWQ/@@download/ENCFF660GWQ.tsv	M21			released	s3://encode-public/2021/03/15/8fb173f6-c03a-4fa1-9632-1bdf8ed559df/ENCFF660GWQ.tsv	https://datasetencode.blob.core.windows.net/dataset/2021/03/15/8fb173f6-c03a-4fa1-9632-1bdf8ed559df/ENCFF660GWQ.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.1 mm10 M21	released			
ENCFF484SND	bigWig	bigWig		signal of unique reads	mm10	ENCSR185LWM	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0001890	forebrain	tissue	Mus musculus											polyadenylated mRNA		Ambion mirVana			unstranded	2014-12-17	ENCODE		chemical (Nextera tagmentation)	>200	1	1_1							/files/mm10_no_alt.chrom.sizes/, /files/ENCFF500BMU/	132460591	ENCODE Processing Pipeline	d440c4787396d6927914d84dc6258bc4		https://www.encodeproject.org/files/ENCFF484SND/@@download/ENCFF484SND.bigWig	M21			released	s3://encode-public/2021/03/15/2002d7c9-9d9a-4f80-a248-c356c58aa196/ENCFF484SND.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/03/15/2002d7c9-9d9a-4f80-a248-c356c58aa196/ENCFF484SND.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.1 mm10 M21	released			
ENCFF270DCV	tsv	tsv		gene quantifications	mm10	ENCSR185LWM	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0001890	forebrain	tissue	Mus musculus											polyadenylated mRNA		Ambion mirVana			unstranded	2014-12-17	ENCODE		chemical (Nextera tagmentation)	>200	1	1_1							/files/ENCFF363TFV/, /files/ENCFF757QJU/	11895056	ENCODE Processing Pipeline	aa898749d398e0823f030af2d8a74c9d		https://www.encodeproject.org/files/ENCFF270DCV/@@download/ENCFF270DCV.tsv	M21			released	s3://encode-public/2021/03/15/187d1717-06b8-4f9a-b4ea-470022cc0e99/ENCFF270DCV.tsv	https://datasetencode.blob.core.windows.net/dataset/2021/03/15/187d1717-06b8-4f9a-b4ea-470022cc0e99/ENCFF270DCV.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.1 mm10 M21	released			
ENCFF531ZPG	bigWig	bigWig		plus strand signal of unique reads	mm10	ENCSR000CHG	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0000955	brain	tissue	Mus musculus											polyadenylated mRNA					reverse	2012-05-04	ENCODE		see document	>200	2	2_1							/files/mm10_no_alt.chrom.sizes/, /files/ENCFF423RYQ/	38392743	ENCODE Processing Pipeline	f59ba433354303e5f8643f6d6814c56c		https://www.encodeproject.org/files/ENCFF531ZPG/@@download/ENCFF531ZPG.bigWig	M21			released	s3://encode-public/2022/11/07/7157f393-09ef-464c-ac3b-0bc92fd1c695/ENCFF531ZPG.bigWig	https://datasetencode.blob.core.windows.net/dataset/2022/11/07/7157f393-09ef-464c-ac3b-0bc92fd1c695/ENCFF531ZPG.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.4 mm10 M21	released	low replicate concordance	insufficient read depth, missing spikeins, insufficient read length	
ENCFF575DGH	bigWig	bigWig		minus strand signal of unique reads	mm10	ENCSR000CHG	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0000955	brain	tissue	Mus musculus											polyadenylated mRNA					reverse	2012-05-04	ENCODE		see document	>200	2	2_1							/files/mm10_no_alt.chrom.sizes/, /files/ENCFF423RYQ/	38595599	ENCODE Processing Pipeline	c7b3abb11245d16f4e6448924d5b489d		https://www.encodeproject.org/files/ENCFF575DGH/@@download/ENCFF575DGH.bigWig	M21			released	s3://encode-public/2022/11/07/81828a94-a498-4656-9870-6fe8322b0416/ENCFF575DGH.bigWig	https://datasetencode.blob.core.windows.net/dataset/2022/11/07/81828a94-a498-4656-9870-6fe8322b0416/ENCFF575DGH.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.4 mm10 M21	released	low replicate concordance	insufficient read depth, missing spikeins, insufficient read length	
ENCFF119NRY	tsv	tsv		gene quantifications	mm10	ENCSR000CHG	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0000955	brain	tissue	Mus musculus											polyadenylated mRNA					reverse	2012-05-04	ENCODE		see document	>200	2	2_1							/files/ENCFF363TFV/, /files/ENCFF483WGC/	13106814	ENCODE Processing Pipeline	19731d4ac916b03a18f1f2b70f84ab83		https://www.encodeproject.org/files/ENCFF119NRY/@@download/ENCFF119NRY.tsv	M21			released	s3://encode-public/2022/11/07/cd2c03fb-eedb-4999-9d0a-aaf0d6403674/ENCFF119NRY.tsv	https://datasetencode.blob.core.windows.net/dataset/2022/11/07/cd2c03fb-eedb-4999-9d0a-aaf0d6403674/ENCFF119NRY.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.4 mm10 M21	released	low replicate concordance	insufficient read depth, missing spikeins, insufficient read length	
ENCFF153HZY	bigWig	bigWig		minus strand signal of unique reads	mm10	ENCSR000CHL	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002264	olfactory bulb	tissue	Mus musculus											polyadenylated mRNA					reverse	2012-05-04	ENCODE		see document	>200	2	2_1							/files/mm10_no_alt.chrom.sizes/, /files/ENCFF930QLA/	9723191	ENCODE Processing Pipeline	987339e7191afa1d8f4c9c7e7d023f1f		https://www.encodeproject.org/files/ENCFF153HZY/@@download/ENCFF153HZY.bigWig	M21			released	s3://encode-public/2022/11/07/f2765856-3db0-4d97-89d2-e0b052590bf1/ENCFF153HZY.bigWig	https://datasetencode.blob.core.windows.net/dataset/2022/11/07/f2765856-3db0-4d97-89d2-e0b052590bf1/ENCFF153HZY.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.4 mm10 M21	released	low replicate concordance	insufficient read depth, missing spikeins, insufficient read length	
ENCFF231BSZ	bigWig	bigWig		plus strand signal of unique reads	mm10	ENCSR000CHL	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002264	olfactory bulb	tissue	Mus musculus											polyadenylated mRNA					reverse	2012-05-04	ENCODE		see document	>200	2	2_1							/files/mm10_no_alt.chrom.sizes/, /files/ENCFF930QLA/	9876709	ENCODE Processing Pipeline	a0289d655ea222854be7c647f7aa7888		https://www.encodeproject.org/files/ENCFF231BSZ/@@download/ENCFF231BSZ.bigWig	M21			released	s3://encode-public/2022/11/07/aa05e178-346d-4594-9ee3-fb2d589e168d/ENCFF231BSZ.bigWig	https://datasetencode.blob.core.windows.net/dataset/2022/11/07/aa05e178-346d-4594-9ee3-fb2d589e168d/ENCFF231BSZ.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.4 mm10 M21	released	low replicate concordance	insufficient read depth, missing spikeins, insufficient read length	
ENCFF334FPM	tsv	tsv		gene quantifications	mm10	ENCSR000CHL	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002264	olfactory bulb	tissue	Mus musculus											polyadenylated mRNA					reverse	2012-05-04	ENCODE		see document	>200	2	2_1							/files/ENCFF038SSS/, /files/ENCFF363TFV/	13133635	ENCODE Processing Pipeline	eb1a974e66ffabfe6d179d3ec3261bf1		https://www.encodeproject.org/files/ENCFF334FPM/@@download/ENCFF334FPM.tsv	M21			released	s3://encode-public/2022/11/07/0216fddf-c4b1-48c7-9d75-7c7448bed1b4/ENCFF334FPM.tsv	https://datasetencode.blob.core.windows.net/dataset/2022/11/07/0216fddf-c4b1-48c7-9d75-7c7448bed1b4/ENCFF334FPM.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.4 mm10 M21	released	low replicate concordance	insufficient read depth, missing spikeins, insufficient read length	
ENCFF368SJK	bigWig	bigWig		plus strand signal of unique reads	mm10	ENCSR000CHK	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002370	thymus	tissue	Mus musculus											polyadenylated mRNA					reverse	2012-05-04	ENCODE		see document	>200	1	1_1							/files/mm10_no_alt.chrom.sizes/, /files/ENCFF179KIE/	19817477	ENCODE Processing Pipeline	55d269404bc59ba2ab69932dd4e7e27f		https://www.encodeproject.org/files/ENCFF368SJK/@@download/ENCFF368SJK.bigWig	M21			released	s3://encode-public/2022/11/07/c6b576ed-4193-4fe0-ac23-4722ddb659fb/ENCFF368SJK.bigWig	https://datasetencode.blob.core.windows.net/dataset/2022/11/07/c6b576ed-4193-4fe0-ac23-4722ddb659fb/ENCFF368SJK.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.4 mm10 M21	released	low replicate concordance	insufficient read depth, missing spikeins, insufficient read length	
ENCFF085WLQ	bigWig	bigWig		minus strand signal of unique reads	mm10	ENCSR000CHK	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002370	thymus	tissue	Mus musculus											polyadenylated mRNA					reverse	2012-05-04	ENCODE		see document	>200	1	1_1							/files/mm10_no_alt.chrom.sizes/, /files/ENCFF179KIE/	19257811	ENCODE Processing Pipeline	70b9a355c8548bb5867802f540b17123		https://www.encodeproject.org/files/ENCFF085WLQ/@@download/ENCFF085WLQ.bigWig	M21			released	s3://encode-public/2022/11/07/76c94be4-b97a-409b-a137-31e1a8543114/ENCFF085WLQ.bigWig	https://datasetencode.blob.core.windows.net/dataset/2022/11/07/76c94be4-b97a-409b-a137-31e1a8543114/ENCFF085WLQ.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.4 mm10 M21	released	low replicate concordance	insufficient read depth, missing spikeins, insufficient read length	
ENCFF338XIX	tsv	tsv		gene quantifications	mm10	ENCSR000CHK	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002370	thymus	tissue	Mus musculus											polyadenylated mRNA					reverse	2012-05-04	ENCODE		see document	>200	1	1_1							/files/ENCFF795DGN/, /files/ENCFF363TFV/	13133598	ENCODE Processing Pipeline	8d55abea4fe577e8312152ebc15e9172		https://www.encodeproject.org/files/ENCFF338XIX/@@download/ENCFF338XIX.tsv	M21			released	s3://encode-public/2022/11/07/7d0c11d8-e20f-427b-ab88-e44fa6445bb3/ENCFF338XIX.tsv	https://datasetencode.blob.core.windows.net/dataset/2022/11/07/7d0c11d8-e20f-427b-ab88-e44fa6445bb3/ENCFF338XIX.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.4 mm10 M21	released	low replicate concordance	insufficient read depth, missing spikeins, insufficient read length	
ENCFF433JKY	bigWig	bigWig		plus strand signal of unique reads	mm10	ENCSR518GDK	polyA plus RNA-seq	/mouse-donors/ENCDO072AAA/	UBERON:0001159	sigmoid colon	tissue	Mus musculus											polyadenylated mRNA		RNeasy Lipid Tissue Mini Kit (QIAGEN cat#74804)			reverse	2014-12-08	ENCODE		chemical (Illumina TruSeq)	350-450	1	1_1							/files/mm10_no_alt.chrom.sizes/, /files/ENCFF550IHQ/	87205414	ENCODE Processing Pipeline	8f8651f8399d1fcba7682a89a37677d2		https://www.encodeproject.org/files/ENCFF433JKY/@@download/ENCFF433JKY.bigWig	M21			released	s3://encode-public/2021/06/01/cadba233-5f9c-40c1-ada9-a5ccb5b88e6e/ENCFF433JKY.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/06/01/cadba233-5f9c-40c1-ada9-a5ccb5b88e6e/ENCFF433JKY.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 mm10 M21	released	low read depth, low replicate concordance		
ENCFF981GUL	bigWig	bigWig		minus strand signal of unique reads	mm10	ENCSR518GDK	polyA plus RNA-seq	/mouse-donors/ENCDO072AAA/	UBERON:0001159	sigmoid colon	tissue	Mus musculus											polyadenylated mRNA		RNeasy Lipid Tissue Mini Kit (QIAGEN cat#74804)			reverse	2014-12-08	ENCODE		chemical (Illumina TruSeq)	350-450	1	1_1							/files/mm10_no_alt.chrom.sizes/, /files/ENCFF550IHQ/	85138678	ENCODE Processing Pipeline	7de9a70abf9e00388ddbf00a86ab3610		https://www.encodeproject.org/files/ENCFF981GUL/@@download/ENCFF981GUL.bigWig	M21			released	s3://encode-public/2021/06/01/dd8244bc-c15d-48d4-b1da-20228ca1bb2e/ENCFF981GUL.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/06/01/dd8244bc-c15d-48d4-b1da-20228ca1bb2e/ENCFF981GUL.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 mm10 M21	released	low read depth, low replicate concordance		
ENCFF308FNZ	tsv	tsv		gene quantifications	mm10	ENCSR518GDK	polyA plus RNA-seq	/mouse-donors/ENCDO072AAA/	UBERON:0001159	sigmoid colon	tissue	Mus musculus											polyadenylated mRNA		RNeasy Lipid Tissue Mini Kit (QIAGEN cat#74804)			reverse	2014-12-08	ENCODE		chemical (Illumina TruSeq)	350-450	1	1_1							/files/ENCFF778UHN/, /files/ENCFF363TFV/	11788749	ENCODE Processing Pipeline	7f889dbe00b83a2ab908772b31ae03c2		https://www.encodeproject.org/files/ENCFF308FNZ/@@download/ENCFF308FNZ.tsv	M21			released	s3://encode-public/2021/06/01/2621d8ef-7f5e-4705-aaa0-4b1ef649a4d9/ENCFF308FNZ.tsv	https://datasetencode.blob.core.windows.net/dataset/2021/06/01/2621d8ef-7f5e-4705-aaa0-4b1ef649a4d9/ENCFF308FNZ.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 mm10 M21	released	low read depth, low replicate concordance		
ENCFF431GTN	bigWig	bigWig		signal of unique reads	mm10	ENCSR362AIZ	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0001890	forebrain	tissue	Mus musculus											polyadenylated mRNA		Ambion mirVana			unstranded	2015-06-23	ENCODE		chemical (Nextera tagmentation)	>200	1	1_1							/files/mm10_no_alt.chrom.sizes/, /files/ENCFF030KGD/	147150365	ENCODE Processing Pipeline	363a2467f49045a14e1801e0e2f65b97		https://www.encodeproject.org/files/ENCFF431GTN/@@download/ENCFF431GTN.bigWig	M21			released	s3://encode-public/2021/03/15/1cbc33d4-15c6-4ccc-bcef-6f8ded64f939/ENCFF431GTN.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/03/15/1cbc33d4-15c6-4ccc-bcef-6f8ded64f939/ENCFF431GTN.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.1 mm10 M21	released			
ENCFF484FBW	tsv	tsv		gene quantifications	mm10	ENCSR362AIZ	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0001890	forebrain	tissue	Mus musculus											polyadenylated mRNA		Ambion mirVana			unstranded	2015-06-23	ENCODE		chemical (Nextera tagmentation)	>200	1	1_1							/files/ENCFF363TFV/, /files/ENCFF041POC/	11895587	ENCODE Processing Pipeline	76fbd82c3c7f4fe40b9ef06e26c97fa3		https://www.encodeproject.org/files/ENCFF484FBW/@@download/ENCFF484FBW.tsv	M21			released	s3://encode-public/2021/03/15/3ce3568a-f65d-4c5d-9ea1-65e867930f86/ENCFF484FBW.tsv	https://datasetencode.blob.core.windows.net/dataset/2021/03/15/3ce3568a-f65d-4c5d-9ea1-65e867930f86/ENCFF484FBW.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.1 mm10 M21	released			
ENCFF693OVY	tsv	tsv		gene quantifications	mm10	ENCSR772FQU	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0001255	urinary bladder	tissue	Mus musculus											polyadenylated mRNA		Ambion mirVana			unstranded	2015-06-23	ENCODE		chemical (Nextera tagmentation)	>200	1	1_1							/files/ENCFF363TFV/, /files/ENCFF805SBX/	11900537	ENCODE Processing Pipeline	04ebf15d07e6516d0c45312abe50eb33		https://www.encodeproject.org/files/ENCFF693OVY/@@download/ENCFF693OVY.tsv	M21			released	s3://encode-public/2021/03/15/5ba34c63-1cf6-4eb3-ae00-c73da1962cd8/ENCFF693OVY.tsv	https://datasetencode.blob.core.windows.net/dataset/2021/03/15/5ba34c63-1cf6-4eb3-ae00-c73da1962cd8/ENCFF693OVY.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.1 mm10 M21	released			
ENCFF177JFM	bigWig	bigWig		signal of unique reads	mm10	ENCSR772FQU	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0001255	urinary bladder	tissue	Mus musculus											polyadenylated mRNA		Ambion mirVana			unstranded	2015-06-23	ENCODE		chemical (Nextera tagmentation)	>200	1	1_1							/files/ENCFF924JLI/, /files/mm10_no_alt.chrom.sizes/	141996556	ENCODE Processing Pipeline	2bc05094da2c24e94a3f8f71a80b6ec2		https://www.encodeproject.org/files/ENCFF177JFM/@@download/ENCFF177JFM.bigWig	M21			released	s3://encode-public/2021/03/15/a33294ea-4785-4aef-884e-2e906d594173/ENCFF177JFM.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/03/15/a33294ea-4785-4aef-884e-2e906d594173/ENCFF177JFM.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.1 mm10 M21	released			
ENCFF224JVW	bigWig	bigWig		plus strand signal of unique reads	mm10	ENCSR216KLZ	polyA plus RNA-seq	/mouse-donors/ENCDO072AAA/	UBERON:0002107	liver	tissue	Mus musculus											polyadenylated mRNA		RNeasy Lipid Tissue Mini Kit (QIAGEN cat#74804)			reverse	2014-12-08	ENCODE		chemical (Illumina TruSeq)	350-450	1	1_1							/files/mm10_no_alt.chrom.sizes/, /files/ENCFF410RXW/	49672434	ENCODE Processing Pipeline	96a79d9b1d1aa22385894436f075321a		https://www.encodeproject.org/files/ENCFF224JVW/@@download/ENCFF224JVW.bigWig	M21			released	s3://encode-public/2021/04/05/da80d027-e98e-4239-8647-cea3533f4ead/ENCFF224JVW.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/04/05/da80d027-e98e-4239-8647-cea3533f4ead/ENCFF224JVW.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 mm10 M21	released	low read depth, low replicate concordance		
ENCFF946VFQ	bigWig	bigWig		minus strand signal of unique reads	mm10	ENCSR216KLZ	polyA plus RNA-seq	/mouse-donors/ENCDO072AAA/	UBERON:0002107	liver	tissue	Mus musculus											polyadenylated mRNA		RNeasy Lipid Tissue Mini Kit (QIAGEN cat#74804)			reverse	2014-12-08	ENCODE		chemical (Illumina TruSeq)	350-450	1	1_1							/files/mm10_no_alt.chrom.sizes/, /files/ENCFF410RXW/	48677770	ENCODE Processing Pipeline	a76de464a2c4173397fda3c649753c8c		https://www.encodeproject.org/files/ENCFF946VFQ/@@download/ENCFF946VFQ.bigWig	M21			released	s3://encode-public/2021/04/05/4a549300-b7b3-465f-8936-a2bbb35107f6/ENCFF946VFQ.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/04/05/4a549300-b7b3-465f-8936-a2bbb35107f6/ENCFF946VFQ.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 mm10 M21	released	low read depth, low replicate concordance		
ENCFF680TRV	tsv	tsv		gene quantifications	mm10	ENCSR216KLZ	polyA plus RNA-seq	/mouse-donors/ENCDO072AAA/	UBERON:0002107	liver	tissue	Mus musculus											polyadenylated mRNA		RNeasy Lipid Tissue Mini Kit (QIAGEN cat#74804)			reverse	2014-12-08	ENCODE		chemical (Illumina TruSeq)	350-450	1	1_1							/files/ENCFF363TFV/, /files/ENCFF506VBI/	11786171	ENCODE Processing Pipeline	998879aac0c3d04c7e80e993612084be		https://www.encodeproject.org/files/ENCFF680TRV/@@download/ENCFF680TRV.tsv	M21			released	s3://encode-public/2021/04/05/9d3b20f5-5225-472c-8720-c4f5862c4413/ENCFF680TRV.tsv	https://datasetencode.blob.core.windows.net/dataset/2021/04/05/9d3b20f5-5225-472c-8720-c4f5862c4413/ENCFF680TRV.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 mm10 M21	released	low read depth, low replicate concordance		
ENCFF442LMJ	bigWig	bigWig		minus strand signal of unique reads	mm10	ENCSR248XKS	polyA plus RNA-seq	/mouse-donors/ENCDO072AAA/	UBERON:0001264	pancreas	tissue	Mus musculus											polyadenylated mRNA		RNeasy Lipid Tissue Mini Kit (QIAGEN cat#74804)			reverse	2015-01-08	ENCODE		chemical (Illumina TruSeq)	350-450	1	1_2							/files/mm10_no_alt.chrom.sizes/, /files/ENCFF329CCU/	21450180	ENCODE Processing Pipeline	6c4b8e44f60de9f9c845f3d9932c3600		https://www.encodeproject.org/files/ENCFF442LMJ/@@download/ENCFF442LMJ.bigWig	M21			released	s3://encode-public/2021/04/05/32a86df2-ee03-4edc-ac6d-c2fd8a7e863e/ENCFF442LMJ.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/04/05/32a86df2-ee03-4edc-ac6d-c2fd8a7e863e/ENCFF442LMJ.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 mm10 M21	released	low read depth, low replicate concordance	insufficient read depth	
